ROW,FIELD,id,acylcarnitine_15_3,BMP_37_7_15_1_22_6,CerNS_38_3_d18_2_20_1,CSH_posESI_004,CSH_posESI_022,CSH_posESI_027,CSH_posESI_041,CSH_posESI_288,CSH_posESI_296,DG_34_3_16_0_18_3,DG_34_4_16_1_18_3,DG_36_4,DG_36_4_18_2_18_2,DG_36_5_18_2_18_3,DG_36_6_18_3_18_3,DGDG_32_0_16_0_16_0,DGDG_32_1_16_0_16_1,DGDG_33_3_15_0_18_3,DGDG_34_1_16_0_18_1,DGDG_34_2_16_0_18_2,DGDG_34_4_16_1_18_3,DGDG_34_4_16_1_18_3,DGDG_34_5_16_2_18_3,DGDG_35_3_17_0_18_3,DGDG_35_5_17_2_18_3,DGDG_35_6_17_2_18_4,DGDG_36_2_18_0_18_2,DGDG_36_4_18_1_18_3,DGDG_38_5_20_1_18_4,DGDG_38_6_18_3_20_3,GlcCerNS_34_3_d18_2_16_1,GlcCerNS_36_3_d18_2_18_1,GlcCerNS_38_3_d18_2_20_1,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3 ,lysoPE_18_2,lysoPE_18_3,MGDG_34_1_16_0_18_1,MGDG_34_2_16_0_18_2,MGDG_34_3_16_0_18_3,MGDG_34_4_16_1_18_3,MGDG_34_6_16_3_18_3,MGDG_35_3_17_0_18_3,MGDG_36_3_18_0_18_3,MGDG_36_3_18_1_18_2,MGDG_36_6_18_2_18_4,MGDG_36_6_18_3_18_3,MGDG_36_7_18_3_18_4,MGDG_38_5_20_2_18_3,MGDG_38_6_18_3_20_3,PC_16_0_9_0_CHO ,PC_32_1,PC_32_2,PC_33_2,PC_34_0 ,PC_34_1,PC_34_3,PC_34_4,PC_35_1,PC_35_2,PC_36_1,PC_36_2 ,PC_36_3_A ,PC_36_3_B ,PC_36_4_A,PC_36_4_B ,PC_36_5_A ,PC_36_6_18_2_18_4,PC_36_6_18_3_18_3,PC_38_2,PC_38_3 ,PC_38_4_18_2_20_2,PC_38_5_A ,PE_32_0_16_0_16_0,PE_34_2,PE_36_3_18_0_18_3,PE_36_5_18_2_18_3,PE_36_6_18_3_18_3,PG_32_0_16_0_16_0,PG_32_1_16_0_16_1,PG_34_2_16_0_18_2,PG_34_4_16_0_18_4,PG_34_5_16_1_18_4,PG_36_7_18_3_18_4,plasmenylPC_35_2_P14_0_21_2,plasmenylPC_36_2_P14_0_22_2,SM_39_10_d17_3_22_7,SM_39_9_d16_3_23_6,SM_40_4_d16_2_24_2,SM_40_5_d16_1_24_4,SQDG_34_2_16_0_18_3,SQDG_34_3_16_1_18_3,SQDG_36_2_18_0_18_3,SQDG_36_4_18_2_18_3,SQDG_38_5_18_3_20_3,SQDG_42_1_16_0_16_0,SQDG_45_1_18_2_18_2,TG_49_2 ,TG_50_2,TG_50_3,TG_50_4 ,TG_50_5,TG_52_3 ,TG_52_4,TG_52_5 ,TG_52_6,TG_53_4 ,TG_53_5 ,TG_54_1 ,TG_54_2,TG_54_4 ,TG_54_4 ,TG_54_5,TG_54_8,TG_56_2 ,TG_58_14_19_5_19_5_20_4
2049,high,LANMLR17B055,301835,29412,28535,37255,15686,237098,30897,20932,25170,99634,13168,10377,97604,212115,138507,216593,8424,10783,74643,504589,24468,39830,8153,67127,10567,27836,99549,219604,18975,121495,49218,125666,229418,68031,11208,139694,1573719,493556,48809,14033,12892,171408,941789,62411,35570,38323,107668,33265,67153,449086,45406,29869,76245,27609,31098,47550,116459,8628,694334,3125011,61031,10381,109602,35173,650756,777293,542696,4016419,24018,4244357,53912,1109130,24060,38156,78141,19959,16207,591430,16758,150080,19346,146674,197152,396584,1177693,14347,11694,14621,535648,28893,21817,16488,50334,2191402,12386,147633,727759,13584,1115167,119873,6767,254453,76552,10442,15352,9057,489580,695154,11178,7789,9480,14112,2027,89634,9664,128593,840990,7274,17384
2050,high,LANMLR17B040,344960,39950,13480,30016,28051,1211587,144103,40140,4291,0,0,7243,0,0,250444,457296,19007,40086,0,118430,62093,56702,4443,78961,4733,1797,0,465,35546,27099,0,106605,0,319190,9912,0,0,0,106312,28299,20249,109322,632,99162,10008,25605,125942,18033,99607,814983,69543,67778,36772,51107,707,1952,159729,9689,720984,2426003,68501,0,32081,26209,290733,115114,414029,2563257,23714,9023802,113368,67730,4311,22914,1378,26596,154712,224781,7721,85950,29787,313128,268699,871518,1276919,36327,15064,0,0,14745,49223,26376,42560,4505827,27938,70169,1583120,19097,0,200705,3146,380225,955,0,5975,9737,20262,0,15184,0,0,21850,6130,0,9389,87137,891412,1362,43596
2051,high,LANMLR17B046,406679,24121,40833,14774,14012,332922,86793,24638,16076,102798,17919,8701,76514,165742,154829,326259,7094,11028,96640,931314,54592,41839,11504,82095,15439,34328,109917,272188,21574,154072,66909,218349,356229,123042,15359,152840,1667286,485939,52481,15887,21141,234122,1443590,69455,35243,43958,148361,56411,64233,501059,48664,36258,93897,17595,23490,30598,69381,10228,641574,2579289,58071,11681,98766,25138,548951,527144,449078,2399413,5760,2968614,40314,876598,20396,38823,67222,22005,105404,471357,17471,118803,21894,151902,189639,405246,1000899,16655,2292,24650,822521,26443,21539,32067,44522,3182024,21025,179427,1074903,20694,1634866,129829,11288,263382,79775,10417,15017,8702,498411,732176,10577,7969,10265,17478,2099,85570,9238,132163,888916,7548,18045
2052,high,LANMLR17B115,399867,22539,44158,37459,16363,391895,72744,22135,24183,119365,14984,11902,96823,194863,169608,268787,7554,12692,95681,709424,38210,47139,9888,86974,13302,38381,116727,259249,19944,122386,78823,253156,394654,84894,14155,145218,1430796,552027,48398,13719,19940,216499,1273714,58649,34821,46236,144139,55636,70869,556479,43968,35115,74118,27681,24306,27314,88437,10559,725431,2671867,58394,12653,109990,28781,636398,558538,505476,2546078,6508,3015339,46358,894581,22412,43621,71637,20686,68424,496529,17901,113851,25264,159730,203426,409750,985281,19259,3536,33015,924375,29263,24168,22673,51965,3035501,19452,184211,884846,16754,1254163,131282,8442,299083,87976,12152,18423,10048,562035,811175,11431,9251,11330,19792,2387,102366,10458,144222,965220,7285,20336
2053,high,LANMLR17B074,373587,25054,49237,7957,20550,373749,87280,26537,27084,122762,21851,12782,113154,254845,165340,254430,6426,9720,112277,817935,40853,42258,10353,85309,12441,31879,130567,238208,12239,98516,96471,278232,478437,123958,23814,249773,1831322,565000,45234,12052,20805,246790,1002342,60904,27173,42830,137740,57627,34517,611360,29770,27007,48608,26166,24480,32753,67133,9570,696720,2314811,52034,14353,110100,33823,578498,552621,444047,2449030,14787,2768993,35810,709642,14950,38034,62509,16334,131895,433798,17401,97296,23049,168416,206726,389693,1086810,19310,11092,39028,1114059,29997,19636,22826,31270,2938597,16867,204172,878259,15955,1427795,145985,5532,255705,83319,9657,22123,10535,594911,806582,6507,10361,10592,13757,2028,100366,10115,157105,1030604,7007,18595
2054,high,LANMLR17B042,206366,34525,29494,7495,11452,244632,33251,23014,15351,80434,13973,7700,64372,118178,86895,321186,10633,20190,117997,1086090,55420,54511,13809,111847,18203,39578,150425,361337,21942,182602,70042,120496,294533,172929,24945,88879,808220,357425,30617,11210,25871,303058,1353633,68752,46161,54002,183442,64507,65678,534981,44208,31168,98729,29309,30223,44343,54384,8274,631668,2974474,59002,9125,94701,31838,722268,593455,588873,3332101,8773,4540396,39103,1088069,21150,35333,82499,22160,18661,415325,13500,119758,15909,124678,181199,306578,1010369,11537,9771,15811,708377,53684,6239,15892,25748,2463446,12725,163846,861553,16339,1347615,123476,5298,209022,61252,7992,12658,7744,384958,547401,5540,6381,7451,11716,1667,70824,7263,100149,640692,5726,13851
2055,high,LANMLR17B120,361567,20153,45573,20613,28120,376972,103596,20402,23665,180236,20942,13980,122179,373516,725911,302155,9195,8532,75777,591949,38374,39324,10358,83031,10308,30184,95948,180502,12492,105807,77254,241202,385172,101828,12320,148633,2520141,986453,51251,12660,16102,185486,1195467,58339,35032,39011,134752,39046,39583,422765,36423,30653,70861,17592,21055,25147,55817,9769,585538,2257539,48053,10552,91594,29577,499606,417516,427568,1802909,5588,2435839,34728,770286,17873,37521,54891,17225,169156,390239,13597,92205,25980,158399,223135,380644,1078731,13257,11921,29172,885977,30276,20426,22857,30398,3022811,16601,177272,850550,15968,1472887,114193,5350,266588,133032,16274,32110,10827,688645,1215571,27445,9896,9045,14102,2085,103211,10562,162182,1392684,6294,17297
2056,high,LANMLR17B103,368032,38032,28759,12984,19246,244212,65511,27434,14958,164471,22614,14403,125011,183793,154377,223866,11529,21437,103242,246778,10859,43253,4693,78446,3185,30436,137219,75407,20644,91937,44277,59721,225149,31206,7819,204376,1483344,741243,73813,23133,25124,229740,744983,64999,19829,27065,108418,56536,59783,665196,22257,37243,45948,30986,36798,44617,113047,11616,1148251,2821494,76957,15408,140303,47925,986301,786585,724418,2696196,10989,3491613,46286,1131727,27126,67018,102256,17630,4614,717255,13722,160885,38459,217534,277348,553121,872762,25563,4820,5865,557195,26066,8811,10132,15005,663615,6050,36249,791356,5263,735566,118919,10601,504403,143369,17883,29703,16657,912185,1318038,18093,14318,18154,27376,4029,169681,17543,238090,1532705,12424,32192
2057,high,LANMLR17B037,804437,24026,49370,44915,23635,369132,75744,24154,50229,141467,22650,17455,122887,263362,254189,221847,10009,13521,90407,697580,19458,35295,3432,73977,9817,28320,131115,155899,17572,89308,95448,285072,431067,94390,22360,194479,1725470,525045,53535,14484,18704,193585,928601,53674,24328,39171,128664,41887,51969,487933,27405,24536,47319,21396,26450,28067,88042,11376,750066,2461878,58068,13862,124786,31433,694995,567001,532452,2447066,7027,2741709,42734,839980,19617,46764,73976,17134,128806,517205,20867,111178,24460,182290,229018,431557,1090472,25259,3476,31970,993584,30710,8827,8001,63293,2445298,18989,179298,774847,11561,1117359,123950,7723,323832,105183,20335,45397,10637,759451,1080061,23603,9275,14493,21585,2563,128383,14247,195590,1300952,9897,21627
2067,high,LANMLR17B093,510162,22546,34782,12892,23347,320279,94457,21273,28059,129001,19889,10700,107750,278186,236423,210709,9166,15434,85784,652545,22679,34396,7665,76531,12397,27239,108772,195351,13542,91528,57181,198130,283401,64748,13885,184622,2441677,645889,48789,13656,15490,206159,1137715,52533,27152,45887,104271,36722,57745,475802,34775,32207,63728,29733,25210,27230,80365,6882,717112,2725001,54742,11507,114798,29200,634493,576516,496352,2694657,16470,3010685,51153,882512,17611,42146,74449,16834,19417,485201,13721,106129,22801,164761,206847,427607,1107233,20118,11438,20738,667067,25495,23061,8068,28066,2550132,11844,141264,791171,12381,934902,125528,6742,299875,21392,11829,28722,11637,682390,1039402,21922,8855,11108,16509,2389,114929,12533,174258,1272210,8885,20754
2068,high,LANMLR17B110,596277,10979,53436,13603,4554,448051,80023,10641,50038,113087,22344,9900,94017,219558,238105,162022,4890,9716,95431,799027,31441,58064,12444,60807,12536,36697,134323,260212,10576,136509,97224,272134,450779,115463,26238,186731,1916510,909856,42957,7924,17266,193017,1667211,54226,39374,47227,105282,30641,47217,625229,55894,25024,88309,20413,26209,31283,35933,10313,539292,2113917,49833,7375,107156,10249,335630,366998,139988,2184447,9774,2868087,34003,1085347,19125,33764,70874,14501,96929,361124,20322,87541,12310,68911,119137,177724,1074050,12771,24894,40134,1003926,31272,25181,16353,25912,3923777,19973,280030,707417,28266,1518178,98248,7149,309053,114645,17131,34089,4472,660604,759167,15711,8122,7669,13975,1966,44756,5326,217847,315467,7595,51645
2070,high,LANMLR17B132,291454,22518,31275,21727,13404,313867,90270,23165,29051,114300,17381,9208,86954,177793,124306,270065,7322,11572,73756,431761,38339,43403,4251,100839,13371,29126,104689,208157,20300,121562,53871,163160,255918,71712,15130,154574,1741245,743344,52971,14188,17612,134376,959533,58321,33275,42322,127732,39960,71758,515293,51342,32308,86738,27696,22548,38520,65532,10670,667703,3114247,53921,9931,110499,37449,606695,596633,591759,3099335,18815,3602819,55106,1068591,22477,42200,75050,17864,16417,569425,18705,140263,22224,150064,228697,396275,1171738,18179,11740,19814,595217,20927,23375,24567,32159,2474027,19052,202662,785272,15030,1251499,119793,5432,291272,35765,11536,18095,10366,533620,779426,9485,8882,9800,17635,2328,93428,9421,138659,943235,7340,20530
2076,high,LANMLR17B075,274634,28622,30560,23314,8299,305605,58738,20784,25450,92590,16786,6244,84613,178951,128587,230766,9457,9700,78587,572748,28323,44047,10936,101166,13443,31234,103088,260714,20085,130672,52459,131306,262103,89840,17025,118236,2633291,684894,50513,14957,14024,190877,1265740,63803,43019,64799,148092,30271,71767,333939,53308,32425,99715,17081,27651,44207,58500,8530,606123,2766032,62286,9854,117860,29118,600241,576693,517770,3285583,19923,3736945,44617,914073,20319,34741,76247,18842,17983,548942,15263,128626,18182,148008,213986,388324,1185902,13237,15790,21243,628947,29389,20711,20082,40001,2577709,13735,218272,810919,15943,1256112,120469,7216,236077,22678,11106,12884,4691,486128,702967,16116,8451,10479,16670,1905,80842,8536,127002,922906,6695,16292
2079,high,LANMLR17B035,179655,19701,30312,18002,24617,257816,46354,19609,31473,113755,16076,17826,126199,334154,156939,239565,5292,11486,66523,496387,29901,36559,9439,70951,10506,26479,90161,194064,16358,99853,57093,176879,280502,113250,24084,173190,3653877,1681449,43716,13919,15039,173435,1162946,44836,35189,50484,130082,38285,64352,397217,39309,25784,73210,14329,23096,33186,48907,7862,549340,2323943,45464,8736,95206,27728,528972,525694,467134,2547072,15947,3066528,36238,768560,19610,27336,58398,16649,13605,452842,14581,102722,15127,131589,199081,339959,1049072,10300,8243,19510,657807,21075,5906,14550,29417,2266459,11184,189222,893390,11536,1113898,104433,7325,202324,23754,19769,41961,8009,672201,1033205,19949,9595,12726,11551,1585,104265,11488,191952,1383639,7946,19214
2083,high,LANMLR17B057,142983,28770,27598,16343,18479,281444,34376,19626,12138,140347,15433,16965,167227,262180,109004,271149,9427,14831,103199,787392,47016,52914,14031,108720,16140,38605,126501,279345,20978,157032,54594,92762,268147,101384,4787,60464,499779,181064,30939,8637,30398,290689,1495308,65440,67871,54150,144956,50847,105032,268114,75470,35989,132983,14607,26766,45431,62977,5586,693859,3147148,63049,9719,82447,29113,644505,605304,488804,3828200,24213,4704871,43202,958614,17366,32192,96516,25057,2971,551877,10373,140530,15286,119970,219715,337647,1525138,11186,14978,13459,636891,41717,17750,8197,27692,2425870,10454,148637,998188,14220,1252071,117781,4390,198446,39957,7206,16545,5286,475204,662270,13074,7310,9255,12241,1601,75577,8321,138883,918255,4889,13968
2086,high,LANMLR17B065,224737,25096,32207,17206,8032,330630,56311,18776,24644,97611,16579,11442,92092,206144,129948,210244,8441,11208,73012,569205,31915,37354,8573,84623,14962,29914,96260,241251,18421,121226,52595,169552,281012,102278,19768,166016,3578604,1027739,40553,9260,15414,179197,1058236,48930,31840,41693,115929,27966,60130,398252,45376,30627,92281,16011,23851,36713,48786,8787,609934,2676930,52345,9774,103298,31351,569098,609457,472732,3246539,20967,3397363,46689,820322,20249,34117,83190,16385,19432,420873,11254,89511,17988,156030,235061,368143,1299789,17418,22489,22802,635783,22578,20865,11316,30734,2335071,13940,182960,719763,16987,1044566,108756,5274,233654,24486,8502,22318,4022,525644,699239,16789,8690,8088,13267,1884,92268,8471,138029,904313,5779,28066
2088,high,LANMLR17B028,212081,34418,23375,34490,14301,763569,64669,32575,18510,32036,7041,4852,25510,152824,144467,471817,14028,25107,52836,837702,61587,128837,10706,182327,16167,28330,63968,377293,27868,149931,50030,182611,214284,312314,25107,112808,2180412,924717,94112,36188,17623,223842,9306,97827,44334,42871,229329,52095,56738,584511,97621,47896,107117,27003,23456,28272,82540,4565,558752,1862586,96758,4329,109454,30030,500702,435748,830245,2493855,27367,4682420,64192,128735,19125,22512,44774,28826,58651,151029,10139,82143,22430,218534,332460,527057,1626248,22695,26279,19644,518967,29982,26063,31080,52662,2916063,42252,366354,1330697,33704,1764040,168403,3734,160001,24619,3873,7785,7273,99293,166657,17037,1978,2657,14279,2523,21151,7248,46927,534753,2248,29750
2089,high,LANMLR17B067,187215,25871,29724,10758,7255,289163,49287,20819,19245,83912,10783,5980,73601,135344,100243,276987,8452,7259,76109,583734,37372,41203,10697,92828,15176,30893,98496,230864,21690,148617,56706,124977,261318,92617,13772,103112,1879468,666701,42494,9579,13875,208659,1280454,52849,36111,45944,137376,28741,74363,373996,44929,31684,112940,16596,25907,37178,47917,8675,637663,3299688,56926,10078,99083,30554,597111,610598,553117,3132810,20514,4139854,48692,1113550,24429,36573,82207,19623,14747,558595,14952,136012,17366,141374,224914,369277,1208474,11885,10399,16531,641352,26860,8176,20869,36736,2502868,14468,191994,928976,16946,1296452,112227,6283,227015,31532,9167,13888,3821,446736,651388,14074,7659,9121,13523,1819,74463,7072,112956,817043,7117,21872
2091,high,LANMLR17B113,242001,19490,30856,14434,16716,320954,66376,17634,21505,120558,11502,12640,102817,238463,172300,205973,8113,6203,66008,436930,22200,33631,3521,66286,8748,27548,85780,183009,17558,105179,57704,122057,250983,71969,12917,122305,3678185,1762541,41300,8825,14903,154882,1060188,42466,31274,34874,97596,32281,59761,282581,35594,28463,72613,22435,19519,34137,49175,8795,579753,2883968,45999,8930,92686,24922,526990,499273,435670,2922512,19606,3358655,53706,935372,20331,35247,65463,15632,19042,434005,10812,96836,18771,161126,209672,436301,1121912,18602,11918,19338,543864,22388,20760,10373,25161,2168273,11225,126340,848133,12917,1059174,110960,6710,247501,16061,9255,26233,5548,608604,944948,19548,9239,8584,13057,1967,88753,7691,139275,1200835,7727,16917
2093,high,LANMLR17B107,212280,23761,27348,11707,18943,282268,68299,20226,20664,109059,15797,14551,111076,258468,151584,235394,5932,14938,75801,613784,35118,38385,9266,81561,11652,26977,95423,226427,17022,119434,44298,133113,243368,85968,12997,96601,1697939,418148,35491,9573,12015,210577,1275998,53287,39132,49718,123091,44315,73109,339135,48443,28889,90810,18492,26994,47160,60993,7448,617503,3161439,54493,8716,101635,30624,600377,600080,554285,3471852,22868,4293723,53860,1078770,22506,29749,82082,18147,3220,401626,10686,99984,17163,123298,210827,324920,1228344,15082,11832,16095,552732,25670,18660,7946,25050,2433436,11737,154013,644036,12043,1205405,105627,7858,218091,29808,16673,40012,5536,574726,856130,18758,6693,10656,13484,1753,88148,7788,162038,1335398,6779,22387
2094,high,LANMLR17B071,138291,15304,27163,10361,25161,219905,17635,30169,13057,186641,20935,19940,188736,352233,263471,280986,7430,13405,105388,595847,59539,68789,15891,132048,11328,42407,105081,275360,22378,210572,46847,109909,258023,71932,7767,80114,690189,291102,28423,9034,20266,220405,1676551,97472,98284,54893,157109,47698,105741,347557,114629,42574,197148,16877,33449,35795,49731,6353,703621,2717363,66380,8961,69967,28115,589930,676664,488155,2742095,22013,3974662,26108,1264060,21010,47528,99596,34310,42261,779597,22363,215372,29037,112634,253660,288470,1582353,14557,35916,13569,613371,46350,15232,7299,10456,2335371,15094,180816,1003199,22846,1146126,98009,3695,112832,72808,10990,22022,3470,516810,900891,17234,6384,8459,2784,1452,70460,5161,117744,1409753,2031,9558
2095,high,LANMLR17B134,200967,29199,26663,8359,19057,279188,65084,20427,20403,102210,17164,14265,120165,257017,127042,272967,5273,11722,75558,538504,30417,46890,11354,99265,11583,29482,87566,251790,16584,119682,49735,125737,231514,105014,12705,133567,2916630,1294612,52613,14654,11496,182116,1060346,58926,46698,45786,111570,39436,72235,427568,50141,27009,83040,14546,28485,39830,54837,7972,588981,2567635,51446,9032,106518,27488,526591,637328,449452,3199553,19636,3563688,38160,803909,19694,30815,72159,16315,4277,664466,14821,143207,15626,135249,218195,353272,1317088,10511,21153,16049,551628,24577,17822,19512,33182,2334935,9802,169647,815185,14176,1267356,110804,6762,205057,60901,12365,23797,3160,481011,661715,13438,7814,9238,11759,1637,77589,7341,127812,976365,6411,15952
2104,high,LANMLR17B121,205489,23525,33630,17482,19931,299994,53835,17388,23107,105520,10751,13041,96783,207446,135774,249486,5821,12006,69946,639870,23963,33053,4377,81453,12327,27635,100024,183074,19190,113083,55252,175808,288611,62142,11487,142026,3634952,1527350,38693,9563,15766,176663,1022870,36008,26953,37732,107906,26461,60622,365213,37881,30321,88316,16962,18157,34670,51276,7487,590500,2619237,46806,9399,96157,28266,545424,522829,451152,2878280,17940,3280972,43331,854863,20037,33862,75420,17250,12740,444573,10787,97568,17721,148631,228880,388355,1249228,12308,13199,22277,690751,24561,19841,11088,32259,2301814,12944,158268,771666,14451,1121287,100809,7454,229985,75118,18413,51030,3481,566579,831919,16136,8996,8091,13459,1857,89415,6732,143184,1075285,6014,15674
2105,high,LANMLR17B146,384379,29280,35818,28357,10436,305336,52435,26558,18954,97173,15458,7803,75541,128191,103903,229998,7003,7446,96171,1007814,25529,30563,3147,81273,12048,29076,138083,335644,23567,114443,56788,152604,310279,75248,11871,108399,937848,270122,39746,9655,26978,344337,1083713,40186,22403,40892,118710,72918,52773,304250,31945,30833,62816,26725,20763,40091,56460,11552,758983,3513708,50121,11818,115024,41225,689397,726639,607360,3630899,23792,4228586,66144,1222143,24870,37850,76772,17279,4721,457468,6604,101720,20986,153399,217781,431486,1001560,21238,4769,19668,679159,33545,22542,21670,49298,2201244,13713,148241,755181,12549,1324048,118145,6991,272454,72472,10027,15870,4755,505359,681614,7459,8555,9613,14814,2199,85559,6362,127003,953902,7455,17417
2110,high,LANMLR17B021,146776,25861,27164,16967,11023,267794,35459,15921,15916,111531,16217,11636,103409,228466,147331,241401,5821,14640,81465,589127,40567,54909,13232,93886,13815,37452,108186,251577,24112,189593,52377,89823,257215,142668,11668,61030,503841,226935,31073,8825,22016,247969,1548213,63431,68410,53568,181908,42890,106046,269557,79108,44291,184409,15060,25722,40175,75116,5893,609997,3796495,63278,9732,79012,28740,681532,485569,622791,3237280,21846,4872025,50035,1317584,20190,30142,107556,28522,3154,474380,12837,137321,15648,125053,240022,325937,1543944,10795,18235,13365,625272,49655,16958,16012,30183,2272767,11624,166709,984231,16720,1167103,104993,7571,204569,63277,9174,11578,4188,433596,657153,16505,7209,8883,12409,1639,70797,7161,114461,904001,5666,14549
2120,high,LANMLR17B054,492576,32513,39585,32211,17652,165247,26243,23152,13218,80884,18938,10113,95161,252437,94309,230817,10215,4857,124857,1079188,46106,51598,23149,149316,11949,56346,218932,309274,23917,177360,111862,209709,477175,264877,32885,355556,2320709,718939,44520,8593,27332,470008,896026,56512,54899,46210,173954,85510,58083,398044,51095,29870,84251,51376,23849,44512,43573,8433,623082,2390338,43338,11508,104143,35691,647386,572379,437205,2872269,15737,3636180,22851,831039,22482,31572,66368,28313,39951,299011,9639,69395,13339,126066,243856,287195,1123003,43069,16813,25522,1130153,102091,12623,20438,50097,2248338,22506,373018,1229542,28285,1206773,189770,2718,174039,49154,6569,9823,5680,306184,452129,4815,5093,5220,9467,1397,53119,5093,78230,539703,3839,11874
2123,high,LANMLR17B010,222922,17615,30107,10026,26046,270532,68507,20375,15639,123124,11323,13538,95566,261501,167560,255413,6015,6315,65447,592693,29061,35633,4363,68401,9375,27876,81089,158494,10706,98317,57451,167467,247717,83104,8558,163170,3709568,2024954,53051,13717,12415,179959,1183423,50112,30022,32714,103197,30288,53691,370574,36818,27258,73234,23369,17270,30785,46474,7904,522776,2632516,43500,8327,85341,24218,433132,465312,406191,2304803,16014,2892203,42731,872787,12384,32072,62727,15462,35756,475917,12416,120334,17345,128968,196787,326735,1040022,14954,10744,16221,581335,24106,18087,10628,31189,2652969,14380,148408,673408,13836,1208158,93125,6243,233240,111705,14957,27260,8275,683129,1099183,23752,7338,10406,14373,1817,93225,7325,153281,1219855,6944,16558
2289,high,LANMLR17B033,637339,42640,25004,11113,15109,276013,59597,23914,8183,136715,18119,8276,93235,163562,106304,187326,9620,12548,79254,221308,15015,39306,6875,74806,3184,31142,110300,73471,17425,87762,36684,65672,204238,571021,25052,286831,3153187,1989761,116140,58027,20965,178924,520390,48936,16478,15627,95209,32082,47421,542979,21878,29428,35647,93808,28228,39320,62808,9680,834536,2675139,53892,10743,111764,41582,702283,628221,591882,2277474,10448,3382414,54422,1547686,20337,53207,81798,15292,8099,544463,6598,125179,30217,177814,231603,442925,760089,49237,8946,6496,509680,114275,9029,14850,20715,1002078,12609,60295,730899,6173,749704,103638,6375,394353,110033,14194,21498,12378,694340,1014803,9799,11108,11750,21835,3166,122538,11180,174559,1189400,9097,26594
2327,high,LANMLR17B103,125789,16589,25486,15126,25714,257474,44550,22383,10010,111929,9961,13976,109340,220371,87706,304587,7657,12461,88936,679928,59267,39809,10370,109283,9798,27743,80919,222054,16185,119334,53560,126746,238141,117210,12547,213468,2591995,1457972,34413,7990,18610,239729,1100865,48448,31464,50078,113816,48141,65322,393661,64742,24988,82973,10268,22508,31105,43665,6599,696435,2539628,50136,5280,88627,33379,418702,772945,418902,2563708,15780,3410278,33635,821308,16586,27030,59015,17057,4195,425021,10710,131151,12403,113384,188358,288180,946360,8656,12850,16174,553973,20773,15335,19856,21468,2418603,12367,181255,759690,15484,1230451,104417,5183,173662,123018,13667,18492,17667,923944,1253593,21144,11929,12697,11474,1299,131602,13528,307427,1421728,8262,16383
2334,high,LANMLR17B035,333527,19328,34009,16836,31503,410587,84428,21516,26826,150923,18020,20295,136446,411271,395090,267253,6230,10847,69047,552555,29689,37664,9147,73635,11495,26193,92117,174701,18414,92595,57562,218616,278057,69581,12725,133547,2847765,1145067,50532,16405,15662,173679,1274888,51520,33221,47265,118460,28623,71917,448157,43880,29064,78360,21116,21576,28753,63678,8519,593923,2282165,47310,9678,90435,26083,519354,442799,437904,2149398,13008,2701131,40105,793901,14073,36650,58652,16501,6674,440669,13003,104187,19184,134570,186473,352487,958489,16019,3448,22873,642831,22504,20472,7526,24828,2698342,12457,178364,939000,12330,1212737,110036,7124,256341,103447,16824,32424,8876,715597,1211967,26289,10719,9451,14069,2010,114929,8646,187108,1726878,7718,17517
2340,high,LANMLR17B042,137329,27489,29048,5529,10502,317188,33444,19969,6842,92650,14350,7133,73896,177555,120368,391538,5533,17006,109454,1205926,80934,57192,17363,134340,18157,44836,142815,359917,28912,254589,61131,92851,280183,104435,6130,73269,754578,413541,31884,9607,33243,435153,2108213,69415,68062,62515,240357,63234,129900,336742,94616,45828,243660,19746,21965,31901,54360,7045,586385,3160254,62788,9107,56349,26481,551695,447736,493375,2559070,16142,4175227,38121,1059654,10763,28524,73763,32617,4522,367572,6046,116608,15369,121082,223435,285760,1227450,13396,13276,12071,671525,59102,16790,19249,20584,2702661,14237,190895,817574,23011,1627398,111620,5415,202413,67540,8337,12609,7563,407450,603683,8844,6622,7540,11071,1610,74013,7282,105790,711395,5673,14948
2342,high,LANMLR17B029,362803,17233,32842,7554,28498,268589,52794,20918,20759,125977,19378,20807,138257,369704,531051,241071,5913,16895,79188,753760,48093,44613,12732,92289,11184,28913,108906,245888,20252,118518,52411,134940,295069,93599,15327,116998,2814331,869134,44137,13460,11711,218303,1353806,58905,47685,51763,135895,28619,76420,399303,62519,32525,91884,20628,20726,29930,63763,8146,552529,2232072,48686,8088,89430,21464,504162,471907,410303,2432781,15194,2932750,34584,746232,19202,32919,62698,20134,4412,424003,11590,97699,16394,123712,192223,327595,1073572,14952,11326,20615,692036,26409,17626,19587,30306,2595392,18378,197063,1003883,15297,1171654,122050,7515,216656,71824,13736,27149,9742,641198,912626,14400,6662,11290,12327,1717,99001,7994,190992,1873359,5622,15155
